# File generated by CMD 3.2 (http://stev.oapd.inaf.it/cmd) on Wed May 29 16:04:51 CEST 2019
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: Gaia's DR2 G, G_BP and G_RP (Vegamags, Gaia passbands from Maiz-Apellaniz and Weiler 2018)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini logAge Mini int_IMF  Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPbrmag  G_BPftmag  G_RPmag
0.0152 7.750 6.7816495895 2.6205673218    6.780  3.794  3.7467  1.414    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.824e-01 3.023e-01 1.740e-03 2.536e-03 5.925e-03 -1.000 1.537e-02 -4.716 -4.857 -4.486 -4.451 -5.374
0.0152 7.750 6.7819008827 2.6205680370    6.780  3.794  3.7468  1.415    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.824e-01 3.023e-01 1.740e-03 2.536e-03 5.925e-03 -1.000 1.537e-02 -4.714 -4.856 -4.485 -4.451 -5.373
0.0152 7.750 6.7821230888 2.6205687523    6.780  3.793  3.7471  1.417    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.824e-01 3.023e-01 1.740e-03 2.536e-03 5.925e-03 -1.000 1.537e-02 -4.712 -4.854 -4.484 -4.449 -5.370
0.0152 7.750 6.7824554443 2.6205694675    6.781  3.792  3.7463  1.415    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.824e-01 3.023e-01 1.740e-03 2.536e-03 5.925e-03 -1.000 1.537e-02 -4.710 -4.851 -4.478 -4.444 -5.368
0.0152 7.750 6.7841939926 2.6205739975    6.783  3.788  3.7356  1.375    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.824e-01 3.023e-01 1.740e-03 2.536e-03 5.925e-03 -1.000 1.537e-02 -4.701 -4.824 -4.421 -4.384 -5.370
0.0152 7.750 6.7859106064 2.6205782890    6.784  3.783  3.7189  1.314    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.824e-01 3.023e-01 1.740e-03 2.536e-03 5.925e-03 -1.000 1.537e-02 -4.688 -4.776 -4.329 -4.289 -5.364
0.0152 7.750 6.7871432304 2.6205813885    6.785  3.778  3.7049  1.264    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.824e-01 3.023e-01 1.740e-03 2.536e-03 5.925e-03 -1.000 1.537e-02 -4.674 -4.728 -4.243 -4.200 -5.348
0.0152 7.750 6.7882146835 2.6205842495    6.786  3.772  3.6922  1.219    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.824e-01 3.023e-01 1.740e-03 2.536e-03 5.925e-03 -1.000 1.537e-02 -4.659 -4.676 -4.157 -4.113 -5.324
0.0152 7.750 6.7896633148 2.6205878258    6.788  3.760  3.6769  1.169    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.824e-01 3.023e-01 1.740e-03 2.536e-03 5.924e-03 -1.000 1.537e-02 -4.631 -4.601 -4.048 -4.002 -5.278
0.0152 7.750 6.7912225723 2.6205918789    6.790  3.744  3.6600  1.118    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.824e-01 3.023e-01 1.740e-03 2.536e-03 5.924e-03 -1.000 1.537e-02 -4.589 -4.499 -3.912 -3.864 -5.204
0.0152 7.750 6.7926998138 2.6205956936    6.791  3.727  3.6466  1.082    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.824e-01 3.023e-01 1.740e-03 2.536e-03 5.924e-03 -1.000 1.537e-02 -4.546 -4.394 -3.767 -3.718 -5.129
0.0152 7.750 6.7953982353 2.6206026077    6.794  3.707  3.6341  1.051    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.824e-01 3.023e-01 1.740e-03 2.536e-03 5.924e-03 -1.000 1.537e-02 -4.498 -4.282 -3.613 -3.563 -5.046
0.0152 7.750 6.8050241470 2.6206271648    6.803  3.709  3.6142  0.970    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.824e-01 3.023e-01 1.740e-03 2.536e-03 5.924e-03 -1.000 1.537e-02 -4.503 -4.169 -3.424 -3.373 -4.986
0.0152 7.750 6.8078618050 2.6206343174    6.806  3.741  3.6080  0.914    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.824e-01 3.022e-01 1.740e-03 2.536e-03 5.924e-03 -1.000 1.537e-02 -4.582 -4.208 -3.434 -3.383 -5.043
0.0152 7.750 6.8084936142 2.6206359863    6.807  3.761  3.6052  0.883    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.824e-01 3.022e-01 1.740e-03 2.536e-03 5.924e-03 -1.000 1.537e-02 -4.632 -4.238 -3.450 -3.398 -5.082
0.0152 7.750 6.8085160255 2.6206359863    6.807  3.762  3.6050  0.881    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.824e-01 3.022e-01 1.740e-03 2.536e-03 5.924e-03 -1.000 1.537e-02 -4.635 -4.240 -3.451 -3.399 -5.084
0.0152 7.750 6.8086123466 2.6206362247    6.807  3.769  3.6043  0.871    6  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.824e-01 3.022e-01 1.740e-03 2.536e-03 5.924e-03 -1.000 1.537e-02 -4.653 -4.252 -3.459 -3.408 -5.099
0.0152 7.750 6.8091139793 2.6206374168    6.807  3.793  3.6019  0.838    7  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.824e-01 3.022e-01 1.740e-03 2.536e-03 5.924e-03 -1.000 1.537e-02 -4.712 -4.294 -3.489 -3.438 -5.148
0.0152 7.750 6.8102073669 2.6206402779    6.808  3.793  3.6014  0.835    7  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.824e-01 3.022e-01 1.740e-03 2.536e-03 5.924e-03 -1.000 1.537e-02 -4.713 -4.291 -3.484 -3.433 -5.147
0.0152 7.750 6.8107190132 2.6206414700    6.809  3.820  3.5984  0.796    7  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.824e-01 3.022e-01 1.740e-03 2.536e-03 5.924e-03 -1.000 1.537e-02 -4.781 -4.336 -3.512 -3.460 -5.202
0.0152 7.750 6.8111515045 2.6206426620    6.809  3.855  3.5947  0.747    7  0.000  0.392     0.00     0.00 -1    -1e-30      0.00 6.824e-01 3.022e-01 1.740e-03 2.536e-03 5.924e-03 -1.000 1.537e-02 -4.867 -4.393 -3.547 -3.495 -5.272
0.0152 7.750 6.8116903305 2.6206440926    6.810  3.891  3.5910  0.696    7  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.824e-01 3.022e-01 1.739e-03 2.536e-03 5.924e-03 -1.000 1.537e-02 -4.957 -4.453 -3.585 -3.534 -5.345
0.0152 7.750 6.8123540878 2.6206457615    6.811  3.928  3.5873  0.644    7  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.824e-01 3.022e-01 1.739e-03 2.537e-03 5.924e-03 -1.000 1.537e-02 -5.050 -4.513 -3.619 -3.567 -5.419
0.0152 7.750 6.8131599426 2.6206476688    6.811  3.966  3.5834  0.590    7  0.000  0.391     0.00     0.00 -1    -1e-30      0.00 6.824e-01 3.022e-01 1.735e-03 2.540e-03 5.924e-03 -1.000 1.537e-02 -5.146 -4.573 -3.651 -3.599 -5.494
0.0152 7.750 6.8141093254 2.6206500530    6.812  4.003  3.5797  0.539    7  0.000  0.388     0.00     0.00 -1    -1e-30      0.00 6.824e-01 3.022e-01 1.726e-03 2.550e-03 5.924e-03 -1.000 1.537e-02 -5.237 -4.629 -3.680 -3.628 -5.565
0.0152 7.750 6.8151903152 2.6206529140    6.813  4.041  3.5758  0.485    7  0.000  0.386     0.00     0.00 -1    -1e-30      0.00 6.824e-01 3.022e-01 1.715e-03 2.563e-03 5.924e-03 -1.000 1.537e-02 -5.333 -4.681 -3.693 -3.641 -5.636
0.0152 7.750 6.8162908554 2.6206557751    6.815  4.079  3.5719  0.432    7  0.000  0.384     0.00     0.00 -1    -1e-30      0.00 6.824e-01 3.022e-01 1.705e-03 2.575e-03 5.924e-03 -1.000 1.537e-02 -5.428 -4.731 -3.704 -3.653 -5.705
0.0152 7.750 6.8173217773 2.6206583977    6.815  4.115  3.5681  0.381    7  0.000  0.382     0.00     0.00 -1    -1e-30      0.00 6.824e-01 3.022e-01 1.697e-03 2.586e-03 5.923e-03 -1.000 1.537e-02 -5.518 -4.775 -3.704 -3.653 -5.769
0.0152 7.750 6.8182263374 2.6206605434    6.816  4.146  3.5652  0.338    7  0.000  0.381     0.00     0.00 -1    -1e-30      0.00 6.766e-01 3.080e-01 1.678e-03 2.654e-03 5.872e-03 -1.000 1.535e-02 -5.596 -4.813 -3.702 -3.650 -5.823
0.0152 7.750 6.8191480637 2.6206629276    6.817  4.178  3.5624  0.295    7  0.000  0.380     0.00     0.00 -1    -1e-30      0.00 6.668e-01 3.178e-01 1.651e-03 2.765e-03 5.785e-03 -1.000 1.535e-02 -5.675 -4.855 -3.705 -3.653 -5.881
0.0152 7.750 6.8199901581 2.6206650734    6.818  4.208  3.5596  0.254    7  0.000  0.380     0.00     0.00 -1    -1e-30      0.00 6.578e-01 3.269e-01 1.626e-03 2.868e-03 5.703e-03 -1.000 1.534e-02 -5.750 -4.892 -3.703 -3.652 -5.933
0.0152 7.750 6.8207197189 2.6206669807    6.819  4.234  3.5574  0.220    7  0.000  0.380     0.00     0.00 -1    -1e-30      0.00 6.489e-01 3.358e-01 1.601e-03 2.970e-03 5.620e-03 -1.000 1.533e-02 -5.814 -4.919 -3.690 -3.639 -5.975
0.0152 7.750 6.8215942383 2.6206691265    6.820  4.265  3.5552  0.179    7  0.000  0.380     0.00     0.00 -1    -1e-30      0.00 6.270e-01 3.577e-01 1.548e-03 3.201e-03 5.433e-03 -1.000 1.533e-02 -5.893 -4.963 -3.693 -3.643 -6.033
0.0152 7.750 6.8217754364 2.6206696033    6.820  4.280  3.5539  0.159    7  0.000  0.380     0.00     0.00 -1    -1e-30      0.00 6.198e-01 3.649e-01 1.531e-03 3.276e-03 5.373e-03 -1.000 1.532e-02 -5.930 -4.979 -3.686 -3.636 -6.058
0.0152 7.750 6.8219456673 2.6206700802    6.820  4.294  3.5525  0.139    7  0.000  0.380     0.00     0.00 -1    -1e-30      0.00 6.158e-01 3.689e-01 1.521e-03 3.319e-03 5.338e-03 -1.000 1.531e-02 -5.966 -4.992 -3.674 -3.624 -6.080
0.0152 7.750 6.8220000267 2.6206700802    6.820  4.297  3.5522  0.135    7  0.000  0.380     0.00     0.00 -1    -1e-30      0.00 6.143e-01 3.703e-01 1.518e-03 3.334e-03 5.326e-03 -1.000 1.533e-02 -5.974 -4.996 -3.673 -3.622 -6.085
#isochrone terminated
